listing_id,neighborhood,building_type,condition,energy_rating,area_sqm,balcony_area_sqm,lot_size_sqm,bedrooms,bathrooms,living_rooms,floor,has_elevator,has_parking,has_ac,has_sea_view,distance_metro_km,distance_park_km,distance_center_km,noise_level_db,air_quality_index,monthly_hoa_fee,age_years,listing_year,description_length,rooms_total,price
18676,Bakirkoy,apartment,poor,A,87.0,8.3,0.0,2,4,2,7,0,0,0,0,3.13,0.5,5.0,63.5,54.0,63.0,2,2023,159,4,134826
16006,Umraniye,residence,poor,C,122.3,,0.0,2,1,1,11,0,1,1,0,0.84,1.06,4.45,67.3,,129.0,24,2024,108,3,108423
2486,Sisli,apartment,good,A,216.5,3.9,0.0,6,3,1,23,0,0,1,0,0.35,,0.67,63.9,91.0,65.0,35,2024,134,7,502105
18433,Sisli,apartment,excellent,B,117.7,,,6,3,1,2,1,0,1,0,2.29,2.03,3.78,55.5,56.0,385.0,25,2025,311,6,214806
8666,Maltepe,apartment,fair,B,140.8,17.2,0.0,4,3,2,18,0,0,1,1,1.01,3.72,5.05,40.1,121.0,405.0,28,2024,242,6,231067
19589,Sisli,residence,excellent,A,172.2,2.8,0.0,4,3,1,13,1,0,0,1,,0.73,2.74,57.3,105.0,,17,2025,207,5,582287
10216,Fatih,duplex,fair,A,102.4,9.9,0.0,2,2,2,11,0,0,1,0,3.74,2.79,3.43,53.1,91.0,116.0,28,2023,224,4,131004
908,Umraniye,residence,good,D,156.0,11.3,0.0,5,2,2,5,1,0,0,0,0.49,1.59,1.13,61.9,107.0,616.0,46,2025,310,7,188199
1577,Kartal,apartment,fair,B,245.1,14.0,0.0,2,1,2,14,0,1,1,0,,1.21,8.63,61.6,93.0,161.0,53,2024,211,3,221657
14176,Maltepe,detached,fair,D,100.6,10.5,169.1,6,4,1,4,1,0,0,1,0.69,2.67,4.52,46.8,106.0,173.0,14,2024,165,7,279230
14884,Besiktas,duplex,poor,C,142.4,12.9,,5,2,1,13,0,0,1,1,1.44,3.41,2.25,62.0,61.0,38.0,46,2025,267,6,352365
10361,Fatih,residence,fair,B,149.8,11.8,0.0,3,1,1,23,0,0,0,1,1.86,2.42,1.74,77.7,,339.0,58,2024,433,4,226244
1340,Beyoglu,apartment,fair,B,90.7,9.0,,3,1,1,11,0,0,1,0,,0.44,3.26,,75.0,288.0,0,2024,237,4,151473
11721,Uskudar,duplex,fair,B,128.9,2.7,133.7,5,3,1,7,1,1,0,1,0.73,1.59,2.59,,104.0,87.0,4,2025,97,6,335360
15858,Kartal,apartment,fair,C,173.7,,0.0,3,4,2,8,1,0,0,0,4.53,0.88,2.39,55.6,94.0,769.0,29,2025,197,5,221835
8686,Kartal,residence,good,,172.1,10.6,0.0,4,4,2,2,0,1,1,1,0.65,0.32,1.48,60.4,47.0,180.0,38,2023,193,6,230196
5385,Uskudar,detached,good,B,135.8,8.1,,4,4,1,8,0,1,0,1,2.01,0.44,0.57,52.3,80.0,1.0,36,2025,254,5,382698
18833,Atasehir,apartment,poor,D,97.6,8.6,0.0,5,3,1,1,0,1,1,1,0.36,1.32,2.22,46.2,89.0,497.0,52,2024,124,6,171193
6133,Fatih,apartment,fair,B,137.4,5.6,0.0,3,3,1,5,0,1,1,1,0.23,2.94,1.36,51.4,,104.0,30,2024,199,4,279473
11161,Besiktas,apartment,fair,B,289.0,9.3,0.0,6,3,2,1,1,1,1,1,0.38,1.13,4.91,48.6,98.0,145.0,31,2024,226,8,1021922
1990,Fatih,detached,poor,B,138.8,,57.6,6,2,2,11,0,1,0,1,2.92,1.74,5.33,53.9,,126.0,0,2025,268,8,255225
14726,Kartal,apartment,fair,A,204.3,5.2,,5,3,2,11,1,0,1,0,2.43,1.78,7.78,44.3,114.0,132.0,55,2023,275,7,221358
7062,Umraniye,duplex,good,A,163.9,2.9,,3,1,1,14,1,1,0,0,3.78,1.57,8.01,,44.0,133.0,5,2023,68,4,191648
16777,Kartal,apartment,fair,B,72.4,,0.0,5,3,2,20,1,1,1,0,1.08,3.54,1.96,54.5,48.0,688.0,19,2024,271,7,106805
15793,Maltepe,duplex,excellent,C,162.5,11.0,0.0,4,4,1,13,1,1,1,0,2.67,0.45,12.55,54.1,86.0,273.0,4,2024,238,4,397102
16093,Kadikoy,apartment,excellent,D,104.3,7.5,,4,1,2,24,1,0,1,1,1.79,0.91,1.57,47.3,82.0,799.0,24,2024,172,6,283360
6873,Beyoglu,detached,good,A,135.5,5.5,,4,1,2,22,1,1,0,1,1.65,1.92,0.65,58.1,54.0,156.0,6,2023,28,6,383798
15256,Maltepe,apartment,good,A,123.9,,0.0,6,2,1,15,0,0,1,1,1.06,2.66,5.98,46.7,71.0,68.0,24,2025,205,7,181632
4986,Atasehir,apartment,excellent,D,140.2,5.6,0.0,1,2,1,16,0,0,1,1,1.93,2.5,4.75,60.5,20.0,152.0,22,2024,384,3,340365
14817,Umraniye,residence,good,C,82.2,5.7,0.0,1,4,1,22,1,1,1,1,1.9,3.31,5.6,,,9.0,23,2024,227,3,145825
122,Bakirkoy,apartment,fair,,114.9,4.4,0.0,3,1,1,1,1,0,1,1,0.81,1.4,1.12,51.1,72.0,187.0,43,2023,263,4,217794
2610,Besiktas,apartment,fair,B,104.0,0.5,0.0,2,2,2,21,0,0,0,1,0.5,0.53,12.32,53.9,87.0,188.0,33,2024,108,4,274850
15868,Atasehir,apartment,good,B,149.2,9.5,0.0,4,2,1,1,0,1,0,1,1.14,1.6,1.71,58.0,99.0,184.0,1,2025,408,5,260530
19512,Bakirkoy,duplex,good,A,126.8,9.9,0.0,1,3,2,14,0,0,1,1,2.81,1.96,1.42,51.0,78.0,123.0,43,2024,202,3,282000
15759,Sisli,detached,fair,A,104.9,10.7,,1,2,2,8,1,0,1,1,2.41,1.48,3.51,41.2,88.0,15.0,17,2023,135,3,295158
6219,Kartal,apartment,poor,B,154.1,0.3,0.0,6,4,1,18,0,0,0,1,1.23,0.95,0.85,55.9,79.0,409.0,25,2023,345,7,243539
7173,Maltepe,residence,good,A,213.1,11.2,0.0,4,4,2,10,0,0,1,0,3.13,1.77,1.02,61.1,55.0,,26,2023,233,6,335411
13458,Uskudar,loft,fair,A,127.2,1.4,,5,1,1,3,0,1,1,0,2.84,0.09,0.77,75.5,91.0,277.0,40,2024,317,6,205617
954,Sisli,apartment,fair,A,190.1,3.6,0.0,2,2,2,5,1,0,0,1,0.71,1.85,5.4,52.7,67.0,165.0,36,2023,68,4,282459
16367,Beyoglu,detached,fair,D,157.2,17.5,0.0,1,4,1,18,1,0,0,0,2.39,,1.02,52.6,77.0,332.0,9,2023,118,2,350076
16692,Kartal,duplex,good,B,237.3,,,6,1,1,3,0,0,0,1,0.36,1.25,2.56,40.8,75.0,38.0,6,2023,324,7,390976
4194,Fatih,duplex,good,B,79.5,4.9,0.0,2,2,2,19,0,1,1,1,0.29,0.29,3.93,57.6,99.0,312.0,42,2025,302,4,176051
6699,Atasehir,residence,fair,B,61.8,11.6,,4,4,1,24,0,1,0,1,0.08,1.83,2.47,56.7,71.0,239.0,19,2024,39,5,104808
15495,Uskudar,apartment,fair,A,112.9,6.2,,2,3,2,0,1,0,1,0,,0.27,1.58,,85.0,295.0,60,2024,275,4,141010
8158,Kartal,apartment,good,B,84.4,4.3,0.0,4,4,2,20,0,0,0,0,0.45,0.13,4.7,51.9,62.0,214.0,39,2025,207,6,94684
4822,Fatih,apartment,excellent,A,102.7,11.1,0.0,2,4,1,24,1,1,0,1,2.3,0.1,1.87,63.1,84.0,,29,2024,199,3,240247
10326,Sisli,apartment,poor,,117.8,,,3,1,1,13,0,1,0,1,3.61,0.83,1.33,,115.0,332.0,6,2025,227,4,254187
11766,Bakirkoy,apartment,fair,A,89.4,,0.0,6,1,1,1,1,1,1,0,0.25,0.42,2.79,68.3,47.0,275.0,53,2025,165,7,141870
2541,Atasehir,apartment,good,A,164.4,3.7,,1,4,2,11,0,1,0,1,2.02,1.61,2.47,73.0,43.0,,56,2024,308,3,263327
5307,Maltepe,duplex,good,C,164.0,,488.6,5,1,1,20,1,1,1,1,2.06,1.82,2.34,64.7,84.0,111.0,42,2023,230,6,266314
1271,Sisli,apartment,good,C,195.6,4.2,,3,4,1,8,0,1,1,0,1.95,1.41,2.37,57.6,114.0,,42,2023,300,4,314351
5246,Kadikoy,apartment,excellent,C,113.6,4.3,0.0,3,1,2,0,1,1,1,0,1.75,1.03,9.23,58.7,96.0,,36,2025,201,5,262280
16291,Atasehir,apartment,fair,C,148.6,,0.0,3,3,2,15,0,1,1,0,0.19,0.93,10.74,64.5,53.0,484.0,53,2024,209,5,209648
1692,Umraniye,apartment,good,B,104.7,12.7,0.0,3,4,1,20,1,0,0,1,1.4,0.4,3.47,58.0,66.0,75.0,9,2025,162,3,142896
19669,Besiktas,residence,excellent,C,101.9,10.3,0.0,3,3,1,13,0,0,0,0,0.35,0.92,1.41,53.2,54.0,,46,2024,351,4,275272
18051,Bakirkoy,apartment,good,B,97.9,11.8,0.0,3,1,2,6,0,0,1,0,2.06,2.05,3.65,52.8,75.0,181.0,52,2024,164,5,111738
16161,Kartal,apartment,good,C,119.6,5.9,0.0,6,2,1,4,1,0,0,0,2.33,1.65,4.21,66.0,69.0,279.0,2,2025,268,7,146503
2728,Atasehir,apartment,fair,A,150.6,,0.0,1,1,2,10,0,0,1,0,0.68,0.2,0.52,40.0,56.0,51.0,10,2025,85,3,288787
9602,Umraniye,apartment,fair,D,137.8,5.5,0.0,2,3,2,5,1,0,0,0,1.93,0.54,13.72,56.4,49.0,65.0,36,2024,386,4,127727
18617,Atasehir,residence,good,,145.3,11.6,0.0,2,2,2,1,0,0,1,0,1.72,1.36,0.96,52.4,87.0,252.0,33,2024,264,5,257456
14432,Maltepe,loft,poor,C,110.8,10.0,,2,4,2,4,1,0,1,1,1.4,0.82,4.46,50.1,80.0,252.0,17,2025,368,4,200852
13766,Beyoglu,apartment,fair,B,79.9,,,2,4,2,20,1,0,0,0,0.95,2.63,2.15,,82.0,91.0,16,2024,246,4,124129
14069,Uskudar,residence,fair,,127.9,9.2,0.0,6,1,2,18,1,0,0,1,2.89,0.06,1.84,53.8,53.0,249.0,54,2023,99,8,254411
2975,Atasehir,residence,fair,B,115.5,12.5,0.0,4,1,1,12,0,1,1,0,0.37,0.71,2.79,45.7,94.0,,45,2024,161,5,233204
7370,Besiktas,apartment,good,B,100.2,10.1,,6,3,2,2,1,1,1,0,0.17,2.14,4.83,62.9,,13.0,58,2025,171,8,226806
7975,Atasehir,apartment,excellent,B,136.6,,0.0,3,3,1,12,1,0,0,1,1.75,0.32,9.63,61.9,61.0,113.0,8,2023,312,4,378865
17185,Kartal,residence,fair,B,133.5,10.6,,5,1,1,1,1,0,0,0,0.2,2.3,6.9,58.8,122.0,,34,2025,95,6,160563
2046,Maltepe,apartment,good,A,258.4,10.4,0.0,4,4,1,19,1,1,1,0,1.75,2.76,11.35,67.4,124.0,110.0,30,2025,27,5,862563
4978,Beyoglu,detached,fair,B,127.0,1.1,,3,2,1,7,1,1,0,0,2.11,1.47,8.28,51.9,82.0,141.0,15,2025,172,4,85391
7122,Uskudar,duplex,good,B,130.6,8.5,332.1,3,4,2,12,1,1,0,1,2.2,1.3,5.6,59.2,96.0,149.0,10,2024,274,5,445693
13632,Atasehir,apartment,good,D,123.4,6.4,0.0,3,1,1,11,0,0,0,0,0.32,1.68,4.03,73.7,31.0,,9,2024,219,4,259857
15547,Atasehir,apartment,poor,A,139.1,,0.0,4,2,1,19,1,1,1,0,1.27,0.87,4.09,,72.0,464.0,54,2024,255,5,174103
2737,Sariyer,apartment,fair,C,145.2,0.0,,2,2,2,9,1,1,0,0,4.01,1.48,5.34,64.8,55.0,248.0,17,2024,187,3,351946
17585,Beyoglu,detached,good,B,119.6,11.1,,1,4,2,21,0,0,0,0,0.54,0.19,5.48,64.2,86.0,85.0,25,2025,109,3,233794
1209,Uskudar,apartment,good,B,139.2,0.0,0.0,6,1,2,1,0,0,0,1,2.82,2.99,2.22,57.9,,292.0,24,2024,202,8,271530
17061,Atasehir,apartment,fair,C,182.8,9.0,,3,2,2,2,0,1,1,1,1.54,0.28,8.21,46.4,102.0,584.0,13,2024,219,4,349521
8328,Sariyer,apartment,good,A,130.1,7.1,,5,2,1,23,0,1,1,0,2.49,0.24,6.72,65.4,52.0,195.0,8,2023,120,6,255445
6849,Besiktas,detached,good,A,141.3,4.6,174.5,6,1,2,2,0,0,0,0,0.6,0.5,2.36,56.7,47.0,133.0,16,2025,190,8,466477
14637,Sariyer,apartment,excellent,D,122.5,5.9,,6,1,1,13,0,1,1,1,0.52,2.84,3.42,63.2,61.0,144.0,45,2024,269,7,445509
10419,Umraniye,apartment,good,C,75.3,13.3,0.0,6,1,1,10,0,1,1,1,2.29,0.6,6.87,52.8,90.0,223.0,44,2024,178,7,102077
10600,Kartal,detached,poor,B,198.3,,,6,4,1,7,1,0,1,1,1.08,0.43,2.55,60.5,48.0,485.0,30,2024,175,7,386042
15506,Atasehir,apartment,fair,A,112.1,8.4,0.0,2,2,2,6,1,0,0,0,4.62,,4.26,56.1,107.0,32.0,13,2024,368,4,166662
13069,Umraniye,duplex,fair,C,128.3,,9.3,6,3,1,11,1,0,1,1,1.53,1.45,2.82,56.0,113.0,79.0,53,2024,125,7,183214
1091,Sariyer,apartment,fair,C,136.0,8.2,0.0,1,1,1,24,0,0,1,1,1.32,1.93,2.8,67.3,76.0,161.0,32,2024,257,2,335124
3121,Kadikoy,apartment,excellent,C,229.8,8.4,,6,4,2,21,0,1,0,0,1.57,0.6,1.4,42.3,80.0,60.0,8,2025,119,9,541405
12767,Kartal,residence,good,B,148.4,,,1,3,1,10,1,1,1,0,0.8,0.44,3.74,52.9,76.0,62.0,23,2024,159,2,212806
10481,Kadikoy,apartment,fair,B,164.7,12.1,0.0,1,1,2,20,0,1,1,1,1.47,0.14,1.01,74.4,91.0,61.0,37,2024,102,3,296696
11545,Sariyer,apartment,good,B,154.9,5.8,0.0,4,2,2,10,1,1,0,1,1.58,0.2,1.43,46.2,97.0,264.0,4,2024,135,7,421970
1534,Uskudar,apartment,fair,B,118.2,,0.0,3,1,2,10,0,1,1,0,4.69,0.59,4.96,,77.0,83.0,61,2023,111,5,94485
8064,Kadikoy,apartment,fair,C,115.6,8.0,,5,1,2,15,0,1,0,1,1.23,1.61,3.38,62.3,81.0,104.0,21,2024,145,7,297546
1412,Uskudar,apartment,excellent,B,110.5,7.7,,4,4,1,19,0,0,1,1,1.65,0.77,3.7,67.1,67.0,76.0,42,2025,16,4,214465
9991,Kadikoy,apartment,good,A,130.5,,,3,1,2,5,1,0,0,1,3.85,0.55,2.18,58.0,63.0,197.0,52,2024,286,5,231185
7922,Umraniye,apartment,good,C,297.2,7.8,0.0,6,2,2,11,1,0,1,0,0.25,1.95,1.98,63.7,33.0,548.0,15,2024,103,8,301605
3201,Kartal,detached,poor,A,172.2,9.1,,1,2,2,5,0,1,0,1,0.75,1.05,6.12,59.1,78.0,129.0,57,2024,215,4,203329
11051,Uskudar,apartment,fair,D,102.6,8.1,,4,1,2,18,0,1,1,0,1.65,0.12,1.39,45.7,93.0,106.0,56,2024,246,6,126528
2615,Kartal,apartment,good,C,179.8,5.1,,4,2,1,24,0,0,0,0,2.17,0.76,2.83,54.6,107.0,127.0,9,2024,293,5,182215
13720,Bakirkoy,apartment,good,B,99.7,,0.0,4,4,2,1,1,0,1,1,,0.47,11.58,50.8,75.0,30.0,29,2025,20,6,207157
16934,Besiktas,apartment,excellent,A,132.3,4.8,,3,1,1,1,1,1,0,1,,0.63,1.36,50.6,,104.0,9,2024,340,4,449588
2547,Maltepe,apartment,good,B,115.7,,,1,4,2,10,0,0,1,1,1.75,,8.67,62.5,,274.0,2,2023,107,3,240461
12595,Beyoglu,apartment,excellent,D,165.1,8.3,,5,2,2,24,0,1,0,0,2.33,1.37,4.13,50.9,96.0,,8,2024,99,7,455834
9738,Beyoglu,detached,excellent,C,133.1,8.6,232.3,5,1,2,8,1,0,0,1,0.99,0.83,3.22,64.1,95.0,,3,2023,208,7,325962
16399,Besiktas,apartment,fair,C,114.5,12.3,,2,3,1,21,0,0,0,1,0.31,0.34,2.01,52.6,124.0,213.0,11,2025,193,3,839586
11546,Fatih,detached,fair,A,106.9,9.9,,5,1,2,6,1,0,1,0,2.1,1.55,2.51,53.9,,201.0,42,2025,411,7,156659
2665,Bakirkoy,apartment,good,A,133.9,,0.0,5,1,1,14,1,1,1,1,0.77,0.16,2.91,71.9,49.0,192.0,43,2024,266,6,282409
14302,Maltepe,residence,good,B,110.2,2.9,0.0,1,3,1,22,0,0,0,1,2.01,0.53,2.31,56.5,89.0,,6,2025,314,2,243219
13207,Uskudar,duplex,good,B,156.5,10.1,,3,1,2,0,1,1,1,1,1.1,0.44,9.63,50.9,90.0,168.0,29,2024,112,5,422952
10269,Uskudar,apartment,fair,D,97.5,,0.0,3,2,1,4,0,1,1,0,2.86,0.88,8.58,61.1,115.0,347.0,32,2025,112,4,142127
1458,Bakirkoy,residence,good,B,111.0,6.1,0.0,3,2,2,13,0,0,0,1,3.81,0.77,2.61,47.2,,328.0,54,2025,65,5,194128
3589,Uskudar,duplex,good,B,171.7,,264.9,3,1,1,5,0,1,1,1,0.72,0.88,4.05,49.9,22.0,128.0,27,2025,363,4,537179
7703,Uskudar,apartment,good,A,102.1,,0.0,2,1,1,20,1,1,1,1,1.99,0.57,8.18,60.9,81.0,36.0,12,2024,307,3,226572
16355,Sariyer,apartment,good,B,140.6,14.7,0.0,1,4,1,0,1,1,0,1,,0.59,6.51,58.4,58.0,108.0,53,2025,312,2,309781
5549,Beyoglu,detached,good,A,194.4,10.1,111.1,6,1,1,24,0,1,1,0,0.22,1.56,0.5,56.0,104.0,68.0,50,2024,281,7,396427
19722,Maltepe,residence,fair,A,137.2,7.2,,4,2,1,6,1,0,0,0,0.51,0.36,2.16,44.8,66.0,1.0,50,2024,286,5,169093
6053,Kartal,residence,good,C,182.9,,0.0,5,2,1,0,0,1,0,0,0.06,0.49,1.92,,77.0,,49,2025,347,6,246501
10697,Umraniye,duplex,poor,A,95.3,8.2,139.3,4,3,1,18,0,0,1,0,0.74,1.27,10.55,45.2,122.0,50.0,25,2023,192,5,109793
13618,Fatih,loft,poor,A,80.6,8.7,0.0,6,1,1,24,0,1,1,1,2.25,,2.36,,58.0,317.0,14,2024,89,7,188642
12043,Beyoglu,duplex,good,B,74.7,10.6,0.0,4,3,1,6,0,0,1,1,0.46,0.72,2.83,47.9,91.0,227.0,49,2024,176,5,177367
17285,Bakirkoy,apartment,good,,76.0,5.3,0.0,2,1,1,18,1,0,1,0,,0.52,1.63,55.2,71.0,137.0,19,2023,270,3,151355
10533,Uskudar,loft,good,C,70.8,8.5,,5,4,2,1,0,0,0,1,1.29,,5.64,50.0,93.0,14.0,18,2024,363,7,175489
18779,Besiktas,apartment,fair,D,174.7,,0.0,6,1,1,5,1,0,0,1,5.03,2.69,0.5,58.4,70.0,84.0,21,2024,239,7,415869
2951,Fatih,apartment,fair,C,135.6,10.0,0.0,3,3,2,11,0,0,1,0,0.53,0.63,1.93,46.1,,121.0,17,2025,185,5,205191
7860,Kadikoy,apartment,fair,B,236.2,0.0,,4,3,1,19,0,0,1,0,1.49,,6.0,63.2,100.0,169.0,3,2025,344,5,502916
1394,Uskudar,duplex,excellent,B,188.6,7.4,,4,2,1,22,0,1,1,0,2.11,0.3,1.06,67.9,119.0,224.0,51,2025,156,5,298197
13145,Kartal,apartment,fair,C,145.4,2.4,0.0,5,3,2,19,1,1,1,0,1.06,0.86,3.86,53.8,80.0,91.0,14,2023,156,7,245647
16932,Besiktas,apartment,poor,B,102.2,,,3,1,2,24,1,0,0,0,1.06,0.52,2.86,52.0,74.0,,59,2023,251,5,155287
12105,Kadikoy,residence,fair,,119.9,,,4,2,1,23,1,0,0,0,0.96,1.18,0.75,48.0,46.0,154.0,0,2023,289,5,331754
6848,Kartal,residence,excellent,D,145.3,,0.0,3,4,1,18,0,0,1,0,0.72,1.68,3.44,,78.0,298.0,22,2024,306,4,207438
7078,Uskudar,apartment,fair,C,202.4,,0.0,1,3,1,3,0,1,1,1,0.09,2.0,2.19,60.6,97.0,76.0,4,2024,302,2,395879
3015,Sisli,duplex,good,C,185.1,11.0,,4,2,1,21,0,1,1,1,0.33,0.35,0.84,59.8,,39.0,31,2024,198,5,555127
17383,Kadikoy,residence,poor,B,101.6,2.8,0.0,3,1,1,23,0,1,0,1,3.49,3.33,3.99,63.4,84.0,117.0,19,2024,143,4,234942
16633,Maltepe,residence,fair,A,107.4,,,5,3,1,17,1,0,1,0,0.87,0.93,5.49,65.5,95.0,192.0,29,2024,152,6,139010
12278,Kadikoy,apartment,fair,A,254.2,,0.0,5,2,2,24,1,1,0,0,0.95,0.9,1.72,54.5,67.0,370.0,39,2023,228,7,502751
18634,Kadikoy,residence,fair,B,165.4,,,3,2,2,22,1,0,0,0,2.54,2.39,4.78,55.5,66.0,115.0,50,2025,404,5,224695
16182,Besiktas,apartment,good,A,149.7,12.7,,4,1,1,20,0,1,0,0,1.22,0.94,2.22,50.4,95.0,68.0,1,2024,242,5,407115
5643,Maltepe,apartment,excellent,B,138.0,4.3,0.0,4,1,1,17,0,0,1,0,1.17,1.71,4.21,70.8,112.0,,5,2025,420,5,196853
13060,Kadikoy,apartment,excellent,C,163.1,10.5,0.0,2,4,1,16,1,1,0,1,0.97,1.24,1.28,63.8,81.0,74.0,25,2023,225,3,458498
5113,Sariyer,apartment,poor,C,144.2,,,2,3,2,22,0,0,1,1,0.25,0.23,4.68,57.3,111.0,298.0,50,2025,154,4,234602
13120,Beyoglu,apartment,good,D,123.2,,,2,2,1,23,0,1,0,1,2.47,0.93,1.9,49.5,93.0,194.0,50,2024,272,3,208257
1768,Uskudar,apartment,excellent,B,187.3,3.4,0.0,6,3,1,2,0,0,1,0,1.21,0.91,6.36,57.6,91.0,143.0,30,2024,345,7,292877
7901,Uskudar,residence,fair,A,115.2,,,3,1,1,17,0,1,1,1,1.88,2.67,4.75,58.5,55.0,466.0,21,2023,156,4,266231
17268,Beyoglu,residence,excellent,C,104.1,,,5,2,1,17,1,1,1,0,0.05,0.29,1.52,68.1,70.0,262.0,21,2023,236,6,264785
19877,Sariyer,apartment,fair,A,149.5,7.5,0.0,3,4,1,18,1,0,1,0,1.61,0.99,3.42,,69.0,271.0,34,2025,443,4,308958
10625,Beyoglu,residence,poor,B,151.0,6.3,0.0,1,3,2,12,1,1,0,0,1.16,1.04,0.6,45.8,55.0,,52,2024,162,3,232770
10449,Besiktas,apartment,excellent,A,111.9,3.6,0.0,2,3,1,12,1,0,0,1,4.17,0.32,8.76,,69.0,850.0,58,2024,184,3,251733
15492,Beyoglu,duplex,good,B,105.9,4.2,318.6,1,2,2,20,1,0,0,1,3.37,0.85,1.23,45.4,61.0,142.0,45,2024,150,3,236543
15905,Sisli,apartment,fair,C,110.3,4.0,0.0,6,3,1,2,0,1,1,0,8.3,1.3,2.37,60.4,93.0,357.0,56,2024,296,7,123503
10580,Besiktas,residence,poor,B,135.7,3.8,,6,2,1,15,1,0,1,0,1.09,0.22,1.0,38.9,91.0,203.0,33,2024,181,7,252322
17762,Bakirkoy,loft,good,A,157.5,10.7,,1,4,2,2,0,0,0,1,0.61,0.73,3.24,63.6,,,57,2025,393,3,301456
16369,Kadikoy,apartment,excellent,C,174.1,,0.0,5,2,1,12,0,1,1,1,0.22,3.25,0.9,50.2,61.0,453.0,44,2024,257,6,646816
19437,Maltepe,residence,good,B,68.4,8.4,0.0,2,2,1,6,0,0,0,1,0.71,3.01,5.78,55.9,79.0,,15,2023,231,3,134684
9708,Sisli,detached,good,A,109.9,11.1,74.9,3,3,1,13,1,0,0,0,0.7,1.8,11.9,56.9,100.0,29.0,30,2024,374,4,286401
5467,Umraniye,apartment,fair,A,121.3,5.8,0.0,6,3,1,16,1,1,0,0,0.76,0.48,2.08,59.6,70.0,206.0,54,2025,64,7,132630
17922,Bakirkoy,residence,good,C,149.3,20.8,0.0,5,2,2,14,1,1,1,0,0.33,0.68,5.02,64.5,100.0,202.0,28,2024,10,7,336157
16181,Sisli,duplex,good,A,139.0,13.4,,6,4,2,19,0,1,1,0,1.0,2.55,1.87,52.9,103.0,778.0,22,2024,193,8,373104
19519,Uskudar,apartment,poor,B,163.2,,,5,3,1,10,0,1,1,1,0.31,0.83,0.5,40.5,93.0,257.0,44,2025,278,6,572985
17757,Bakirkoy,residence,fair,C,296.2,,0.0,6,4,1,6,1,1,0,0,1.11,2.29,4.15,57.2,,434.0,37,2024,216,7,568003
15304,Maltepe,detached,excellent,D,126.3,,,5,1,1,4,1,1,1,1,1.18,1.57,2.09,60.4,58.0,124.0,62,2023,199,6,184859
17863,Maltepe,apartment,good,B,74.7,,0.0,5,4,2,1,1,0,0,1,5.2,1.74,1.93,59.7,107.0,109.0,13,2023,209,7,100250
13109,Sariyer,detached,fair,C,101.8,9.6,0.0,5,1,2,15,0,1,0,0,0.81,0.96,4.49,60.8,,53.0,36,2025,193,7,316846
4689,Beyoglu,residence,good,C,100.3,18.5,0.0,3,1,2,24,0,1,0,0,1.37,0.33,3.29,71.2,85.0,244.0,8,2024,249,4,192649
3985,Beyoglu,apartment,excellent,B,261.3,9.7,,5,3,2,23,0,0,0,0,2.24,0.66,2.57,51.4,129.0,116.0,42,2024,254,7,382651
19395,Besiktas,detached,poor,C,207.1,,,5,3,1,18,0,1,1,1,2.12,0.9,2.85,75.6,76.0,295.0,53,2024,222,6,508047
1003,Bakirkoy,apartment,excellent,D,235.1,,,2,3,1,3,1,1,0,0,,0.38,0.5,60.6,,43.0,11,2023,301,3,546592
1062,Fatih,apartment,excellent,A,76.1,0.0,0.0,3,3,1,18,0,0,0,0,1.13,0.83,2.29,61.6,64.0,167.0,53,2024,122,4,97283
8622,Kartal,duplex,fair,C,263.6,11.4,96.4,5,3,2,19,1,1,1,1,1.13,0.47,5.31,50.7,87.0,89.0,23,2025,262,7,592123
14122,Maltepe,apartment,good,B,168.9,3.1,0.0,4,4,2,18,1,1,1,1,1.7,1.64,9.02,63.6,,167.0,18,2025,187,7,342197
18035,Beyoglu,apartment,fair,C,53.2,13.1,0.0,3,2,2,2,0,1,1,1,2.83,0.08,0.59,76.3,94.0,,3,2023,145,5,104311
13798,Kartal,detached,good,A,90.9,6.8,6.3,6,1,1,16,0,0,1,1,1.24,1.53,0.85,63.6,42.0,150.0,52,2024,143,7,124604
7140,Beyoglu,duplex,excellent,C,126.7,1.8,,6,2,2,5,0,0,1,1,2.71,1.93,5.08,51.5,71.0,149.0,9,2025,170,8,406561
5171,Beyoglu,apartment,good,B,110.3,,,5,1,1,23,0,1,1,0,4.22,3.71,1.66,61.8,84.0,205.0,27,2025,146,6,181387
9694,Umraniye,residence,good,B,158.6,8.3,,2,1,2,24,1,1,1,0,1.12,1.02,4.56,53.9,123.0,391.0,18,2025,198,4,229031
13797,Besiktas,apartment,fair,B,82.7,8.2,0.0,5,3,2,6,0,0,1,0,3.91,0.61,0.59,,70.0,58.0,41,2024,173,7,135261
11645,Sariyer,apartment,excellent,B,142.8,8.1,0.0,4,4,2,8,0,0,1,1,1.79,,1.55,,75.0,302.0,36,2025,273,6,413457
4672,Sisli,duplex,good,A,83.6,12.1,95.2,4,1,2,14,0,1,0,0,3.83,2.54,3.25,65.5,,70.0,13,2024,237,6,185836
10787,Fatih,duplex,fair,B,106.5,8.8,,6,1,1,1,1,1,1,0,1.61,3.92,1.99,63.2,86.0,,32,2024,292,7,166450
4294,Fatih,detached,good,D,72.4,13.6,107.1,1,2,2,17,0,1,0,1,0.87,0.64,4.09,,98.0,109.0,25,2024,235,3,188286
